site_id,municipio,uf,codigo_ibge,ano,pib_mil_reais,fonte,data_extracao,origem_lista
clickip-manaus,Manaus,AM,1302603,2021,103281400.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
clickip-manaus,Manaus,AM,1302603,2022,113465435.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
clickip-manaus,Manaus,AM,1302603,2023,127649795.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
equinix-santana-parnaiba,Santana de Parnaíba,SP,3547304,2016,8265334.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
equinix-santana-parnaiba,Santana de Parnaíba,SP,3547304,2017,8784815.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
equinix-santana-parnaiba,Santana de Parnaíba,SP,3547304,2018,9231821.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
equinix-santana-parnaiba,Santana de Parnaíba,SP,3547304,2019,9475380.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
equinix-santana-parnaiba,Santana de Parnaíba,SP,3547304,2020,9962481.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
equinix-santana-parnaiba,Santana de Parnaíba,SP,3547304,2021,11544903.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
equinix-santana-parnaiba,Santana de Parnaíba,SP,3547304,2022,12774324.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
equinix-santana-parnaiba,Santana de Parnaíba,SP,3547304,2023,14328397.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2016,46612711.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2017,49049178.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2018,49347603.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2019,52978067.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2020,51830626.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2021,59870499.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2022,66273858.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
everest-goiania,Goiânia,GO,5208707,2023,75780846.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2016,18740050.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2017,19740717.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2018,19810216.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2019,20846014.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2020,20728227.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2021,21865637.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2022,24669919.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
hostdime-joao-pessoa,João Pessoa,PB,2507507,2023,28442131.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2016,11245733.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2017,12411319.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2018,13154947.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2019,14738378.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2020,16386639.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2021,18377822.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2022,21420797.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
odata-hortolandia,Hortolândia,SP,3519071,2023,22163924.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2016,2361426.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2017,3083998.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2018,4219743.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2019,3759946.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2020,4192888.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2021,8624987.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2022,6894155.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
pecem-datacenter,São Gonçalo do Amarante,CE,2312403,2023,6908373.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2016,32553439.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2017,34211313.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2018,37513607.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2019,37638742.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2020,37635138.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2021,43030885.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2022,47790807.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
rtone-uberlandia,Uberlândia,MG,3170206,2023,51065684.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2016,1477422.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2017,1585866.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2018,1608902.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2019,2154667.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2020,1804067.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2021,2120269.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2022,2442465.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
scala-ai-city,Eldorado do Sul,RS,4306767,2023,2623491.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,datacentermap_novo
scala-sgigsm01,São João de Meriti,RJ,3305109,2016,9405814.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2017,9196061.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2018,9319208.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2019,9746519.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2020,9112402.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2021,8963716.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2022,10615039.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-sgigsm01,São João de Meriti,RJ,3305109,2023,11534047.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
scala-spoapa01,Porto Alegre,RS,4314902,2016,72734881.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
